user,rating,date,review
Алина Каширец,5,1585042859.091057,"Очень крутая детская анимация - столько развлечений, столько программ и направлений, причем от совсем малышей  до подросткового возраста. Мы старались участвовать везде - и в квестах, и в играх, и в мастер-классах, сами аниматоры  очень приятные в общении, классно общаются с детьми, не сюсюкаются, а как со взрослыми, дети на них виснут просто, моя недотрога не с первого раза, но тоже потом просто не отлеплялась от них."
Таня Танюша,5,1585042859.091057,Великолепно!
Шерьян Сеитмеметов,4,1585042859.091057,"Атракционы становятся платными. Посетить можно один раз, на второй уже не интересно."
Stani lav Poltav ky,2,1585042859.091057,"Отличная территория, большое разнообразие развлечений, но все это меркнет когда заходишь в номер и видишь убитый ремонт. В моем номере вода из душа текла в спальню (т.к. слив забит) на ковролине кто-то вырезал дырки, диодная подсветка висит на изоленте. Пульт управления фанкойлом нужно придерживать что б не отваливался, да и сам фанкоил работает только на вентиляцию. Функция обогрева или охлаждения отсутствовала.  Так же не понял зачем при заселении предлагать детскую ступеньку и не приносить ее? А после того как напоминаешь на второй день про ступеньку, зачем говорить что принесут и опять не приносить? В броне было чотко указано кол-во детей (2 взрослых + 3 ребенка)  при заселении номер был подготовлен для 2 взрослых и 1 ребенка."
Александр Урянский,5,1585042859.091057,Лучший отдых в Крыму!
Tanya Porc,5,1585042859.091057,"Провели в Мрии прекрасные выходные. Сервис, обслуживание, питание все на высоте."
Алексей Никулин,4,1585042859.091057,"Были на экскурсии в японском саду все красиво ухоженно, но впечатление испорчено тем , что провели по саду и не дали совершенно свободного времени такого ни разу не было после окончания экскурсии всех настойчиво попросили на выход чтобы не портили отдых небожителям?"
Артур Чернявский,5,1585042859.091057,"Красивое место на ЮБК с огромной территорией, со своим пляжем, своими местами для экскурсий. Можно отдохнуть в гостинице и воспользоваться всеми услугами, а можно приехать просто на экскурсии) Ценник правда не для слабонервных)))"
Дермидонт Ефремыч Ледогоров,5,1585042859.091057,Просто сказка!
Meta Factory,5,1585042859.091057,"Отель с динамично развивающейся инфраструктурой. Находится между Ялтой и Севастополем. Пять звёзд. На терриории  создан парк развлечений Дримвуд, разбит Японский сад, созданы озера, где в чайном домике проводят японские чайные церемонии мастера мирового уровня - лично Екатерина Соколова - чемпионка России и серебряный призёр  мирового чемпионата Tea Ma ter Cup. Бассейн открытый с пресной водой и крытый тоже с пресной. Фитнес-центр. Свой пляж.  Рестораны, кафе, современный медицинский центр. Конференц-сервис и арт-программа. Сравнить в Крыму можно только с отелем ""Ялта-Интурист"", но там гораздо более развитый аквакомплекс, хотя не такой серьезный медицинский центр. Здесь аттракционы и анимация в ""Дримвуде"", а там анимация и много животных в зоопарке ""Планета обезьян и диких кошек"". Здесь прекрасные просторные номера. Там - комфортные, но гораздо более маленькие по площади."
Татьяна Неробеева,4,1585042859.091057,"Красиво, дорого, хороший мед.центр, можно подлечиться, солнце, море, много развлечений для детей и взрослых"
Антон Тыбольчук,5,1585042859.091057,"Здесь есть все. Правда, очень за дорого"
Елена Миланович,5,1585042859.091057,"Лучший отель в Крыму! Да что там в Европе, в Мире."
vetlana  viridova,5,1585042859.091057,"Понравилось все. Территория, обслуживание, еда, номерной фонд, персонал. Но! Посетили с мужем салон красоты.  Подстригли мужа и побрили очень здорово. А аот мне маникюр сделали ужасно. Хотя чтоит это дороже в два раза, чем в обычном салоне.гель лак и трех дней не продержался, плюс запил ногтей аппаратом. Я разочарована( за такие деньги могли найти профессионала.."
Екатерина Дожа,4,1585042859.091057,"Отдыхали здесь с детьми! ЮБК люблю в принципе))). Здесь конечно очень большая площадь. Есть где погулять. Красота на каждом шагу. Из минусов, многие доп услуги платные, игровые автоматы для детей, надувные игрушки для бассейна и т. д. Просто когда ты идёшь плавать не хочется брать  с собой лишнее, деньги карты или смартфон.  Вот так, у бассейна у меня украли смартфон(((. Сотрудники содействовали в поисках, но тем немениее  тел пришлось заблокировать после того как он вновь появился в сети, но на звонки не отвечали. Таких больших и красивых отелей должно быть много в Крыму. СПА зона обычная. На мой взгляд слишком много коридоров и не достаточно разнообразных термальных ванн."
Богачева Екатерина,3,1585042859.091057,Были в дримвуде. Не оправдано дорого. Развлечения для маленьких деток. Вход платный и взрослым. Все аттракционы прям детские. Ребёнку 10 лет было не интересно. Аквазона для малышей. Бассейн по щиколодку. Территория маленькая. И как часто бывает в такого рода местах нет приличной еды для детей. Один фаст фуд.
Natali Gu eva,5,1585042859.091057,"Классно провели время, естественно ехали поближе к морю - позагорать, покупаться, но на самом деле нашли гораздо больше. Огромная территория, развлечений столько, что наверное не придумать, какого еще здесь не хватает - на любой вкус и цвет. В один из вечеров с удовольствием посетили открытие бургерной, поели вкусных бургеров, послушали рок-музыку."
Александр Быков,2,1585042859.091057,Лучше и по цене доступней в турецком UALL (ultra all inclu ive)
Екатерина Любимова,5,1585042859.091057,"О Мрии я наслышана уже давно, многие знакомые там отдыхали. Вот и мы в этом году решились и поехали в Крым, предварительно забронировав номер в этом отеле. Встретили нас хорошо и сразу заселили. Номер оправдал ожидания – в принципе, все как на фотографиях. Сервис великолепный, питание выше всяких похвал! Развлечений море, начиная от анимации, и заканчивая парком аттракционов. Плюс практически каждый день проходят какие-то мероприятия. Мне очень понравился джазовый фестиваль, съезжались люди с разных городов, и очень получилось атмосферно! По поводу лечебной базы – скажу отдельно. Современное оборудование, компетентные врачи и сам центр чистый и современный. Минусов нет никаких!"
Елена Кузнецова,5,1585042859.091057,"Прекрасное место для отдыха. Лучше просто трудно придумать. Приезжаем во второй раз и испытывыаем наслаждение от отдыха и сервиса. Благодарность всем сотрудникам, вы молодцы! Делаете классный сервис!"
Jan Bartůšek,5,1585042859.091057,"Роскошный курорт на берегу Черного моря. Прекрасные окрестности, красивые ландшафтные сады, большой бассейн, много шезлонгов у бассейна и моря - бесплатно. Просторный номер, удобные кровати. Вкусная еда. Единственный минус - любительская анимационная программа"
Наталья Р.,5,1585042859.091057,"Чудесный отдых, мы провели в отеле Мрия Резорт. Я очень люблю море, а здесь оно такое чистое! Мы очень много гуляли по красивейшей территории и наблюдали роскошные виды горных рельефов! Нас очень вкусно кормили, было много разных блюд и что бы мы ни пробовали, все было очень вкусно, а я особенно рекомендую попробовать пасту. Представляете, тут отдыхал Михаил Галустян, мне даже удалось с ним сфотографироваться! Мы отдыхали  в Дримвуд – это парк для детей и их родителей и я даже прошел один из квестов там!"
Вячеслав Литвиненко,5,1585042859.091057,"Мне понравились именно развлечения для детей. Игры, конкурсы, мастер-классы – аниматоры выкладываются по полной программе! Еще можно сходить в Метрополис и Дримвуд, там просто можно провести весь день и не заметить! В остальном тоже все хорошо – номер/питание/спа/медицинский центр – все это оказалось лучше ожидаемого! За сервис ставлю пятерку с плюсом. Мрия свои 5 звезд точно заслужила, спасибо огромное за гостеприимство!"
Fa U t,5,1585042859.091057,"Комфортно, хорошее питание, чистое море, хороший персонал, уютные номера, небольшой тренажерный зал прямо над пляжем (кроме большого основного). Недостаток - удален от цивилизации, прогуляться некуда. Поэтому лучше брать полный пансион."
Anthony _,5,1585042859.091057,"Шикарный гостиничный комплекс. Огромные сады и дорожки для прогулок, все ухожено, чисто - приятно просто прогуляться по территории. Неплохой парк аттракционов, ориентированный по большей степени на детей, но и взрослым есть чем заняться. Интерьер корпусов тоже очень хорошо и стильно оформлен. Шикарные рестораны, приветливые официанты, разнообразное меню. Хороший спортзал с workout площадкой на воздухе. Есть трансфер из аэропорта Симферополя, свои экскурсии с гидами. Также есть электрокары, на которых могут доставить и к морю, и к центральным воротам. Т.е. есть все для комфортного отдыха. Единственный минус всего комплекса - это уборка номеров, на ""3 -"". При заселении обнаружили в номере белые волосы, блондинов в нашей семье нет, и эти волосы убрали только на третий день нашего проживания по нашему же указанию, причем они были везде - на полу в ванной, в прихожей, в шкафу. Так же в шкафу при заселении был слой пыли в миллиметр, чашки для чая были чистые внутри, но с подтеками снаружи, не было халатов. На следующее утро, по просьбе заменили кружки и принесли халаты, горничная извинилась, сказав что было много заселений и они не успели кое что заменить... отсюда вопрос: если заселений было бы еще больше нам бы и постель не поменяли..? Еще хотелось бы рассказать про уборку в туалете - она ужасна. Неприятный запах появлялся каждый день, один раз по нашей же просьбе повторно убрали в туалете - запах пропал, но появился на следующий день. Пару раз не докладывали зубные наборы, приносили их либо под вечер, либо по нашей просьбе. Еще что не понравилось, один раз необходимо было распечатать документы, подошел на стойку ресепции, меня отправили в корпус А - туда не знаю куда, в кабинет к менеджерам и, когда я его не нашел и вернулся на ресепшен, мне дали сопровождающего и указали на нужный кабинет. Вопрос? Зачем  нужно было меня отправлять блуждать по корпусу, неужели не понятно, что гость сам не найдет на дверях без подписей нужный кабинет? Еще из минусов. У нас был номер для некурящих, но нам постоянно тянуло запах табака с балкона, т.е. рядом с номерами для некурящих есть номера для курящих? Какой в этом смысл? Вывод такой. Плюсы можно поставить всему и всем, кроме части обслуживающего персонала. Если б не уборка номера и вонь от курева, то впечатления остались бы только положительные. Период пребывания октябрь 2018 г."
Илья Зимоненко,5,1585042859.091057,"Твердые 5 звезд. Море чтстое. Пляж галька. Главный бассейн отличный с открытой перспективой на море. Еда на любой вкус, будут удовлетворены все категории, от мясоедов до веганов. Территория великолепная., кроме асего, есть потрясающий япрнский сад сводопадами прудами китайскими рыбами в них."
Алексей Молдован,5,1585042859.091057,"Отель рекомендую!!! Настоящий шведский стол, и получше, чем во многих хваленых отелях Турции. И мероприятия почти каждый день, и для детей и для взрослых развлечений очень много!!!"
loze-oz Dd,5,1585042859.091057,Очень крутое место
Дорофеев Александр,5,1585042859.091057,Как в лучших домах Парижу
Паша и Настя Крылло,5,1585042859.091057,На 100% лучшее место для отдыха всей семьей
Сергей Скачко,5,1585042859.091057,Не знаю я внутри не был наверно прикольно)
Ольга Кубовская,5,1585042859.091057,Круто
Пользователь Google,1,1585042859.091057,"хотел посмотреть данный отель для отпуска, но когда перешел в стоимость 250тыс за неделю проживания вы что там совсем е...сь, да я за такие деньги на канарах бунгало сниму с тремя чиксами которые меня будет ублажать без остановки, да чтоб вы со своим крымом и ценами там сгнили, а мы лучше будем кормить запад, пока неадекваты такие будут тут ""бизнес"" делать"
Александр Р,5,1585042859.091057,Здорово!
Оля Сидоренко,5,1585042859.091057,"Шикарный отель, отличное обслуживание, вкусная кухня, незабываемый отдых, 10 дней отдыха как в сказке."
Irina Mak ova,2,1585042859.091057,"Не знаю, что за восторг?! Я очень не довольна! И слава богу, что за путевку мне не пришлось платить!( Сервис начиная с ресепшена ужасный! Когда я подошла, возле стойки было два человека, я достала паспорт и ожидала своей очереди. После того, как обслужили впереди стоящих, я надеялась, что начнут заселять меня, но не тут то было!( Стою я с паспортом в руках возле стойки, а на меня 15 минут ноль внимания... Каждый смотрит в свой монитор, а старший смотрит на меня... Я жду... После меня подходят люди, их обслуживают, а меня нет!!!!! Как так????  Мое терпение лопнуло и я спросила, будут ли меня все таки заселять? После чего молодой человек, как проснулся, сразу взял мой паспорт и стал оформлять документы. Затем мне сначала назвали один номер, после чего извинились и сказали, что напутали и номер будет другой....который я ждала два часа!!!! Как так?! Это лучший сервис!????(((( В номере все оказалось хуже! На настольной лампе огромное пятно, в тумбе как будет взламывали замок, все разломано, на балконной двери отходит рейка, в душе плесень, свет ночью не выключается!.... Это то, что прямо в глаза бросается!((  одна звезда за ресторан, в котором нас кормили, вторая девочкам, убирающим номер. Ещё хочу написать про лечение, все процедуры по три...я брала их всего три, не стала нагружать день... Чем может помочь массаж за три процедуры????  А ванна от которой я начала чесаться?? Когда я стояла в очереди на назначение процедур, девушка стоявшая рядом, кому то по телефону говорила, что с каждым годом все хуже в Мрии и процедур по количеству все меньше...Да, забыла самое интересное, все пишут здесь в отзывах, о том, что на день рождения, отель дарил им комплимент.... Враки!!!!!! Про меня даже не вспомнили!!! Или это делается выборочно? Или я чем то хуже других??((( Не понимаю.... Да, красиво, да, море...но это ничем не смоет осадок от обслуживания!!!((( Это не лучший Отель!!! Я никому не посоветую ехать к Вам отдыхать!!!"
Igor Boyprav,5,1585042859.091057,Самая лучшая гостиница в Крыму
Юлия Берзина,5,1585042859.091057,Шикарно ВСЁ!!!!
Сергей Беленчук,5,1585042859.091057,Очень шикарное место
Дмитрий Дробышев,5,1585042859.091057,5 звёзд
Вероника Куликова,5,1585042859.091057,"В особенности хочется отметить СПА-процедуры, расслабляющие и релаксирующие. Это место, куда хочется возвращаться вновь и вновь."
Avon   Evgeniey,5,1585042859.091057,"Супер место, просто волшебный отдых. Настолько всё продумано и организовано от звонка в компанию, парковки, трансфера от парковки к входу в дримвилл! Заканчивая чудесными аттракционами, шикарными дикорациями и аквапарком! Мы в востроге. Даже расплакавщегося ребенка охранник угостил мороженыму них так принято мелочь, а приятно.всем советую. Время пройдет с детьми как в сказке"
Sveta Likhoradova,5,1585042859.091057,"Прекрасный тренажёрный зал, в отеле вкусная еда и хорошее месторасположение самого отеля. Все понравилось, спасибо! Ждите следующим летом!"
Etl Tcn,5,1585042859.091057,"Это рай! Были в Японском саду""6чувств"". Не зря приехали. Сервис на уровне, все проблемы решаются на месте. Интересная экскурсия. Сад необычайной красоты. Вкуснейший чай."
Daria Kole ina,5,1585042859.091057,"Раскошный современный комплекс.Очень красивый и ухоженный парк.Есть медицинский центр в самом отеле ,парк развлеченийи на территории и даже вертолётная площадка."
Anya Gayda h,5,1585042859.091057,Офигенно пафосное место для деликатеса на эксклюзивных авто. Для тех кто много тратит и не платит налоги)))
Saghalov Artem,5,1585042859.091057,"В отеле есть все для полноценного отдыха. Персонал очень приятный и учтивый, открывается прекрасный вид на горный хребет, с которого по утрам валит туман - захватывающее зрелище! Современная архитектура отеля лаконично вписывается в природный ландшафт - так в России редко строят. На территории отеля располагается детский развлекательный парк Дримвуд, где есть чем заняться как детям, так и их родителям. Цены высокие, но вполне соответствуют уровню 5-звездочного отеля."
Инга Кошелева,5,1585042859.091057,"Нас заселили в комфортный номер с видом на горы. Чудесная территория, запах хвои и моря дарили нам положительные эмоции))) Вкусная еда и быстрый вай-фай. Успели посетить джазовый концерт, который проходил в конце июля, получили огромное удовольствие. До встречи следующим летом!"
Эмрасан Джелилов,5,1585042859.091057,Бомба
VOVIKPLAY 000,5,1585042859.091057,"Были в марте в этом отели. Не могу сказать что  все было прекрасно , но как работал персонал..это отдельная тема. Все не полалки были устранены и получили презенты. По скольку ездить приходится много ...не каждый отель так работает и направлен на клиента и его комфортное проживание Спасибо . Респект! …"
Андрей Красный,5,1585042859.091057,5 звёзд.
Алексей Козодаев,5,1585042859.091057,Были в дримвуде. Это на территории Мрии. Божественное место!
Nikola7 Nikola7,5,1585042859.091057,Очень красиво.Но дорого.
Eduard Tazhetdinov,5,1585042859.091057,Классно
Дмитрий Ильичёв,5,1585042859.091057,Замечательный отель для отдыха всей семьей. Персонал внимательный и дружелюбный. Большой выбор досуга. Озеленение территории на 10 баллов!
Anton Fateev,2,1585042859.091057,Нет кофемашины в номере и пустой минабар со стоимостью номера 47400 в сутки. Как так?  Баня супер.
Людмила Люндишева,5,1585042859.091057,"Лучшие мои друзья ! Мрия , успехов и Ангела Хранителя.!"
Ростислав Галамай,5,1585042859.091057,"Красиво, дорого, богато"
Грузоподьем philmih&yandex,3,1585042859.091057,Дальнейшего развития нет. Супер непомерно высокая цена отдыха. Все стало однообразным.
Сергей В,5,1585042859.091057,"Хорошо, но Очень дорого, через чур дорого,все вкусно отличные номера,но надо очень любить Ялту,за меньшие деньги можно отдохнуть в Доминикане, с сервисом на порядок выше и без дополнительных плат."
Людмила Алексеева,5,1585042859.091057,Место просто супер!!!  Всем рекомендую!!!
Viktor Borgul,5,1585042859.091057,Супер
ANDREY Glu hko,3,1585042859.091057,"Для топ-менеджмента Сбербанка, но на филиалы в Крыму пока не хватает."
Юлия Турченко,5,1585042859.091057,Как в сказку попали! Посетили японский сад: экскурсию провели для 4 человек. Потом дегустация чая и купание в термальных источниках. Незабываемое впечатление@
violatta50015 violetta50015,5,1585042859.091057,Хорошо
Михаил Кислов (Bear GRiZZLY Xi),5,1585042859.091057,Прекрасное место отдыха и с детьми и с друзьями. Вы найдете каждый своё. Но поверье если попадете в Дримвуд что находится на территории Мрии вы гарантированно станенете ребенком. Время там летит не заметно но оно стоит что бы вернутся туда не раз.
Nikita Agapov,5,1585042859.091057,"Отличный отдых для всей семьи. Великолепная территория, масса развлечений в самом отеле. Вкусное и разнообразное меню. Очень приветливый персонал и прекрасный сервис. Однозначно рекомендую.  Из минусов можно отметить: - специфический номер(у нас был делюкс) - ванная комната не изолирована от номера: двери только у душевой секции и туалета. Причем двери сами стеклянные, матовые только в нижней части. Вентиляция ванной не всегда справлялась с неприятными запахами, иногда пахло канализацией. Дальше прихожей запах не распространялся. Освежителя для воздуха не было. Плохая гидроизоляция душа - на пол за дверь начинала вытекать вода. Решали подкладыванием полотенца для ног. - проблема с лежаками под тентом. Администрация отеля самоустранилась от решения проблемы с массовым ""занятием"" лежаков. Если прийти на пляж в ~9 утра, то все места под тентом будут ""забиты"" полотенцами при том что людей может не быть на пляже до 11+. При раннем выезде из гостиницы решили напоследок искупаться в море и были там в 7-45 и стали свидетелями картины, как пара человек с охапкой полотенец пришли на пляж и заняли большинство лежаков под тентами и благополучно пошли обратно в отель. Считаю, что такая ситуация недопустима для 5* отеля и администрация должна заняться ее решением, а не перекладывать это на самих отдыхающих и провоцировать конфликтные ситуации там, где люди приехали отдыхать и расслябляться. Должны быть четкие правила и нормы поведения и контроль над их соблюдением."
Екатерина Гапеева,5,1585042859.091057,Невероятно!!!! Очень советую!! Совсем малышам тоже подойдет!
Vlada  on,1,1585042859.091057,Не стоит своих денег. Аттракционов мало и не какие. Басеин хлорка глаза выедала. Кафе пицца 700 мороженое 399рублей. В кратце жаль что туда заехал. Плюс персонал вежливый
Ed,5,1585042859.091057,Отличное место. Прекрасная природа и парк. Отличное обслуживание.
Ольга Ко,5,1585042859.091057,Шикарное место по очень дорогой цене)
Olga Rubkevich,5,1585042859.091057,"Достойно. Красиво. Персонал на уровне. Советую всем, кому нужно спокойствие и роскошь."
Alek andra Va ina,5,1585042859.091057,"Кроме пляжного отдыха с удовольствием сходила к косметологу. Записаться правда удалось только со второго раза. Зато попробовала новую испанскую косметику, пилинг и маску. Очень классные ощущения и супер результат!"
STILKLIF Play,5,1585042859.091057,Качество.
Наталья Михеева,5,1585042859.091057,Классное место! Теперь еще заработал детский парк развлечений на территории отеля :)
Эльдар Акимов,5,1585042859.091057,Супер!
Кандзюба Евгений,5,1585042859.091057,"Шедевр современного зодчества на Южном берегу Крыма. Вид сверху, со спутника привлекает внимание, но вид снизу впечатляет своим изысканным великолепием. Приехать сюда можно даже на вертолёте, если есть желание подкреплёное возможностью. Пляж, бассейны, детский парк аттракционов, рестораны, ночной клуб... Отдых на любой вкус одним словом."
Николай Шнеур,4,1585042859.091057,"Парк ""Дримвуд"" хороший, красивый, большой. Вот только с прогулочным по парку тарифом лохотрон, на сайте 900 руб. по факту 1500!!! Просто прогуляться с коляской..."
Николай Щербаков,5,1585042859.091057,Лучше отдыха не найти!
Студия 360px (360px.org),5,1585042859.091057,Очень красиво!
Екатерина Непогодина,4,1585042859.091057,Красивое место
Николай Лозовицкий,5,1585042859.091057,Супер
Максим Пупкин,5,1585042859.091057,Супер
Nikita Maltcev,5,1585042859.091057,"В Мрии побывали в Японском саду. Как только пришли, сразу окунулись в необычную атмосферу и колорит. Дорожки и фонарики, каскадные пруды с купаниями. Музыка, журчание воды, и необыкновенно спокойная аура. Тихо и безмятежно, хотелось  в этой тишине и покое задержаться подольше) Потом нас пригласили на чайную церемонию, где чай подавался в малюсеньких пиалах, все так искусно и нежно, не спеша и с любовью."
Maria Novak,5,1585042859.091057,Лучший отель Крыма …
Павел Солопов,1,1585042859.091057,Цены жуть!!! Идиотизм!!!!!!!!
Евгений Сытов,5,1585042859.091057,"Что сказать, 5 звёзд."
Dmitrii Polu hkin,5,1585042859.091057,"Проект Нормана Фостера- гуру архитектурного дизайна. Здание-шедевр архитектуры. Японский сад уникальный,  парк развлечений обычный. Признан лучшим отелем для туризма в мире в 2017 году, да в мире. Что можно ещё сказать...Очень хороший отель. Очень дорого."
павел карнаух,5,1585042859.091057,Супер все!!!
Dn  M,5,1585042859.091057,"Сервис, ухоженность, дорого"
GVO King,5,1585042859.091057,Дорого и красиво!
Dariya Murina,4,1585042859.091057,"Очень понравились аттракционы. К сожалению, большой негатив оставил ресторан (Очень маленький выбор блюд при конском ценнике, нет возможности заказать мясо без гарнира +салат, например. И очень медленно готовят."
Александра Куличенко,5,1585042859.091057,Отличное место для отдыха всей семьёй в Крыму
Elena Ma kalevich,5,1585042859.091057,Я в восторге От японского сада
Светлана Митренко,5,1585042859.091057,Классно
Анастасия Лащен,5,1585042859.091057,"Я на все 100% очарована этим курортом, отныне и надолго на ЮБК появилась яркая жемчужина- с отличными номерами, красивейшими видами на вылизанной территории с самым красивым ландшафтным дизайном. И это все в шаговой доступности до Ливадии, до Севастополя. Отлично! Спасибо!"
Юлия Петросян,5,1585042859.091057,"Потрясающее место! Каждый уголок очень фотогеничен, красивый ландшафт и пейзажи! Японские купли-это не передаваемые впечатления. Номера, еда, сервис, все на высшем уровне!"
Ivan Kra ulin,5,1585042859.091057,Супер всё
Ирина,5,1585042859.091057,"СУПЕР!! ВСЕ ШИКАРНО! , ВСЕ ОЧЕНЬ ВКУСНО.Настоящий рай для мам с детками.Спасибо "" Мрия ""за этот чудный отдых.Это тот случай, когда лучше 1 раз побывать , чем 1 мл.раз услышать.Я еще тут, но думаю как забронировать отдых на 2020 год:)"
алекс шулев,5,1585042859.091057,"В Мрии во второй раз. Мы просто в восторге от этого отеля, от сервиса и внимания к собственной персоне. Море и пляж, изумительная природа, шикарные виды из номера, всего не перечислить. И в любом отеле на отдыхе мы посещаем либо баню, либо хамам, или какую другую спа-новинку. Здесь это просто райское наслаждение. Пенный массаж, плюс обертывание ламинарией. Вроде как не сезон, летом все на море, а мы выкроили день на релакс и душевный отдых. Ни о чем не болела голова, за нас все продумано, сделано, осталось только принимать и благодарить. Спасибо человеческое всему персоналу."
Тимур Харченко,5,1585042859.091057,"Отдыхаю с семьёй в Мрия Резорт уже 4 года.  В целом все мы отдыхом довольны. В этом году хотели поехать на Сардинию, и уже сел было бронировать отель, но дети хором сказали, что снова хотят в Мрию и я сдался. Из плюсов этого отеля можно назвать следующее: 1. Это единственный доступный отель на ЮБК такого класса (хотя, даже не знаю, плюс ли это) 2. Вышколенный персонал, который умеет урегулировать практически любые недоразумения 3. Большое количество всевозможных развлечений и активностей внутри территории, а японский сад, это вообще какая-то параллельная реальность  4. Весьма прилично готовят в ресторанах, включая шведский стол. 5. Всё очень чисто и в отеле, и на прилегающей территории. Минусы следующие: 1. Цены на проживание в отеле сопоставимы с отелями 4* в Италии или Испании, хотя таких масштабных объектов я там не встречал. Дополнительные услуги дороговаты. Хотели с друзьями посетить алтайскую баню. Объявили 140000 руб. на шестерых. Мы решили пропустить. 2. Очень дорогие напитки в ресторанах. Выпили бутылку Рислинга «Бельбек» почти за 4000 руб. Вино очень хорошее. Решил взять домой коробку. Купил в Ялте по 900 руб. за бутылку.  При такой разнице это вино в ресторане больше пить не смог. На удивление, итальянские вина оказались дешевле местных. Во всём остальном, это прекрасный отель, всем его рекомендую посетить, хотя бы раз."
Борис Хазиахмедов,5,1585042859.091057,"Красота,что ещё сказать?Шедевр  …"
